province,last_updated,data » date,data » change_cases,data » change_fatalities,data » change_tests,data » change_hospitalizations,data » change_criticals,data » change_recoveries,data » change_vaccinations,data » change_vaccinated,data » change_boosters_1,data » change_boosters_2,data » change_vaccines_distributed,data » total_cases,data » total_fatalities,data » total_tests,data » total_hospitalizations,data » total_criticals,data » total_recoveries,data » total_vaccinations,data » total_vaccinated,data » total_boosters_1,data » total_boosters_2,data » total_vaccines_distributed
nb,2022-08-15 16:50:10,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2020-03-10,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,,2020-03-11,1,0,3,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0
,,2020-03-12,0,0,1,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0
,,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0
,,2020-03-14,1,0,6,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0
,,2020-03-15,4,0,1,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0
,,2020-03-16,1,0,21,0,0,0,0,0,0,0,0,7,0,41,0,0,0,0,0,0,0,0
,,2020-03-17,1,0,161,0,0,0,0,0,0,0,0,8,0,202,0,0,0,0,0,0,0,0
,,2020-03-18,3,0,2,0,0,0,0,0,0,0,0,11,0,204,0,0,0,0,0,0,0,0
,,2020-03-19,0,0,316,0,0,0,0,0,0,0,0,11,0,520,0,0,0,0,0,0,0,0
,,2020-03-20,0,0,0,0,0,0,0,0,0,0,0,11,0,520,0,0,0,0,0,0,0,0
,,2020-03-21,6,0,268,0,0,0,0,0,0,0,0,17,0,788,0,0,0,0,0,0,0,0
,,2020-03-22,0,0,70,0,0,0,0,0,0,0,0,17,0,858,0,0,0,0,0,0,0,0
,,2020-03-23,0,0,238,0,0,0,0,0,0,0,0,17,0,1096,0,0,0,0,0,0,0,0
,,2020-03-24,1,0,159,0,0,0,0,0,0,0,0,18,0,1255,0,0,0,0,0,0,0,0
,,2020-03-25,8,0,295,0,0,0,0,0,0,0,0,26,0,1550,0,0,0,0,0,0,0,0
,,2020-03-26,7,0,278,0,0,0,0,0,0,0,0,33,0,1828,0,0,0,0,0,0,0,0
,,2020-03-27,12,0,191,0,0,1,0,0,0,0,0,45,0,2019,0,0,1,0,0,0,0,0
,,2020-03-28,6,0,586,0,0,1,0,0,0,0,0,51,0,2605,0,0,2,0,0,0,0,0
,,2020-03-29,15,0,326,0,0,0,0,0,0,0,0,66,0,2931,0,0,2,0,0,0,0,0
,,2020-03-30,2,0,303,0,0,0,0,0,0,0,0,68,0,3234,0,0,2,0,0,0,0,0
,,2020-03-31,2,0,302,1,0,7,0,0,0,0,0,70,0,3536,1,0,9,0,0,0,0,0
,,2020-04-01,11,0,494,3,0,5,0,0,0,0,0,81,0,4030,4,0,14,0,0,0,0,0
,,2020-04-02,10,0,285,-1,1,8,0,0,0,0,0,91,0,4315,3,1,22,0,0,0,0,0
,,2020-04-03,4,0,591,1,0,3,0,0,0,0,0,95,0,4906,4,1,25,0,0,0,0,0
,,2020-04-04,3,0,442,0,0,3,0,0,0,0,0,98,0,5348,4,1,28,0,0,0,0,0
,,2020-04-05,3,0,195,0,0,0,0,0,0,0,0,101,0,5543,4,1,28,0,0,0,0,0
,,2020-04-06,2,0,265,3,2,2,0,0,0,0,0,103,0,5808,7,3,30,0,0,0,0,0
,,2020-04-07,2,0,304,0,1,9,0,0,0,0,0,105,0,6112,7,4,39,0,0,0,0,0
,,2020-04-08,3,0,437,-1,0,11,0,0,0,0,0,108,0,6549,6,4,50,0,0,0,0,0
,,2020-04-09,3,0,381,-1,0,3,0,0,0,0,0,111,0,6930,5,4,53,0,0,0,0,0
,,2020-04-10,1,0,423,0,-1,7,0,0,0,0,0,112,0,7353,5,3,60,0,0,0,0,0
,,2020-04-11,0,0,330,0,0,10,0,0,0,0,0,112,0,7683,5,3,70,0,0,0,0,0
,,2020-04-12,2,0,280,2,0,0,0,0,0,0,0,114,0,7963,7,3,70,0,0,0,0,0
,,2020-04-13,2,0,0,-2,0,4,0,0,0,0,0,116,0,7963,5,3,74,0,0,0,0,0
,,2020-04-14,0,0,486,0,0,1,0,0,0,0,0,116,0,8449,5,3,75,0,0,0,0,0
,,2020-04-15,1,0,375,0,0,2,0,0,0,0,0,117,0,8824,5,3,77,0,0,0,0,0
,,2020-04-16,0,0,490,1,0,3,0,0,0,0,0,117,0,9314,6,3,80,0,0,0,0,0
,,2020-04-17,0,0,586,-1,0,3,0,0,0,0,0,117,0,9900,5,3,83,0,0,0,0,0
,,2020-04-18,1,0,447,0,0,4,0,0,0,0,0,118,0,10347,5,3,87,0,0,0,0,0
,,2020-04-19,0,0,395,0,0,5,0,0,0,0,0,118,0,10742,5,3,92,0,0,0,0,0
,,2020-04-20,0,0,228,0,-1,6,0,0,0,0,0,118,0,10970,5,2,98,0,0,0,0,0
,,2020-04-21,0,0,311,0,-1,4,0,0,0,0,0,118,0,11281,5,1,102,0,0,0,0,0
,,2020-04-22,0,0,260,0,0,2,0,0,0,0,0,118,0,11541,5,1,104,0,0,0,0,0
,,2020-04-23,0,0,473,0,0,0,0,0,0,0,0,118,0,12014,5,1,104,0,0,0,0,0
,,2020-04-24,0,0,404,-1,0,3,0,0,0,0,0,118,0,12418,4,1,107,0,0,0,0,0
,,2020-04-25,0,0,368,0,-1,0,0,0,0,0,0,118,0,12786,4,0,107,0,0,0,0,0
,,2020-04-26,0,0,240,0,0,4,0,0,0,0,0,118,0,13026,4,0,111,0,0,0,0,0
,,2020-04-27,0,0,170,-1,0,1,0,0,0,0,0,118,0,13196,3,0,112,0,0,0,0,0
,,2020-04-28,0,0,234,-2,0,2,0,0,0,0,0,118,0,13430,1,0,114,0,0,0,0,0
,,2020-04-29,0,0,269,0,0,0,0,0,0,0,0,118,0,13699,1,0,114,0,0,0,0,0
,,2020-04-30,0,0,418,-1,0,0,0,0,0,0,0,118,0,14117,0,0,114,0,0,0,0,0
,,2020-05-01,0,0,525,0,0,2,0,0,0,0,0,118,0,14642,0,0,116,0,0,0,0,0
,,2020-05-02,0,0,416,0,0,2,0,0,0,0,0,118,0,15058,0,0,118,0,0,0,0,0
,,2020-05-03,0,0,308,0,0,0,0,0,0,0,0,118,0,15366,0,0,118,0,0,0,0,0
,,2020-05-04,0,0,219,0,0,0,0,0,0,0,0,118,0,15585,0,0,118,0,0,0,0,0
,,2020-05-05,1,0,171,0,0,0,0,0,0,0,0,119,0,15756,0,0,118,0,0,0,0,0
,,2020-05-06,1,0,490,0,0,0,0,0,0,0,0,120,0,16246,0,0,118,0,0,0,0,0
,,2020-05-07,0,0,379,0,0,0,0,0,0,0,0,120,0,16625,0,0,118,0,0,0,0,0
,,2020-05-08,0,0,404,0,0,0,0,0,0,0,0,120,0,17029,0,0,118,0,0,0,0,0
,,2020-05-09,0,0,397,0,0,0,0,0,0,0,0,120,0,17426,0,0,118,0,0,0,0,0
,,2020-05-10,0,0,346,0,0,0,0,0,0,0,0,120,0,17772,0,0,118,0,0,0,0,0
,,2020-05-11,0,0,290,0,0,0,0,0,0,0,0,120,0,18062,0,0,118,0,0,0,0,0
,,2020-05-12,0,0,317,0,0,0,0,0,0,0,0,120,0,18379,0,0,118,0,0,0,0,0
,,2020-05-13,0,0,479,0,0,0,0,0,0,0,0,120,0,18858,0,0,118,0,0,0,0,0
,,2020-05-14,0,0,449,0,0,0,0,0,0,0,0,120,0,19307,0,0,118,0,0,0,0,0
,,2020-05-15,0,0,406,0,0,1,0,0,0,0,0,120,0,19713,0,0,119,0,0,0,0,0
,,2020-05-16,0,0,319,0,0,1,0,0,0,0,0,120,0,20032,0,0,120,0,0,0,0,0
,,2020-05-17,0,0,285,0,0,0,0,0,0,0,0,120,0,20317,0,0,120,0,0,0,0,0
,,2020-05-18,0,0,256,0,0,0,0,0,0,0,0,120,0,20573,0,0,120,0,0,0,0,0
,,2020-05-19,0,0,218,0,0,0,0,0,0,0,0,120,0,20791,0,0,120,0,0,0,0,0
,,2020-05-20,0,0,353,0,0,0,0,0,0,0,0,120,0,21144,0,0,120,0,0,0,0,0
,,2020-05-21,1,0,330,0,0,0,0,0,0,0,0,121,0,21474,0,0,120,0,0,0,0,0
,,2020-05-22,0,0,278,0,0,0,0,0,0,0,0,121,0,21752,0,0,120,0,0,0,0,0
,,2020-05-23,0,0,237,0,0,0,0,0,0,0,0,121,0,21989,0,0,120,0,0,0,0,0
,,2020-05-24,0,0,312,0,0,0,0,0,0,0,0,121,0,22301,0,0,120,0,0,0,0,0
,,2020-05-25,0,0,271,0,0,0,0,0,0,0,0,121,0,22572,0,0,120,0,0,0,0,0
,,2020-05-26,1,0,348,0,0,0,0,0,0,0,0,122,0,22920,0,0,120,0,0,0,0,0
,,2020-05-27,1,0,376,0,0,0,0,0,0,0,0,123,0,23296,0,0,120,0,0,0,0,0
,,2020-05-28,3,0,397,0,0,0,0,0,0,0,0,126,0,23693,0,0,120,0,0,0,0,0
,,2020-05-29,2,0,476,2,2,0,0,0,0,0,0,128,0,24169,2,2,120,0,0,0,0,0
,,2020-05-30,1,0,698,0,-2,0,0,0,0,0,0,129,0,24867,2,0,120,0,0,0,0,0
,,2020-05-31,3,0,1305,1,1,0,0,0,0,0,0,132,0,26172,3,1,120,0,0,0,0,0
,,2020-06-01,0,0,2290,1,0,0,0,0,0,0,0,132,0,28462,4,1,120,0,0,0,0,0
,,2020-06-02,1,0,2204,1,0,0,0,0,0,0,0,133,0,30666,5,1,120,0,0,0,0,0
,,2020-06-03,2,0,1125,0,0,0,0,0,0,0,0,135,0,31791,5,1,120,0,0,0,0,0
,,2020-06-04,1,1,508,-1,0,0,0,0,0,0,0,136,1,32299,4,1,120,0,0,0,0,0
,,2020-06-05,0,0,655,0,0,1,0,0,0,0,0,136,1,32954,4,1,121,0,0,0,0,0
,,2020-06-06,0,0,381,0,-1,0,0,0,0,0,0,136,1,33335,4,0,121,0,0,0,0,0
,,2020-06-07,1,0,381,0,0,0,0,0,0,0,0,137,1,33716,4,0,121,0,0,0,0,0
,,2020-06-08,9,0,684,1,0,0,0,0,0,0,0,146,1,34400,5,0,121,0,0,0,0,0
,,2020-06-09,1,0,414,0,1,0,0,0,0,0,0,147,1,34814,5,1,121,0,0,0,0,0
,,2020-06-10,4,0,449,0,0,0,0,0,0,0,0,151,1,35263,5,1,121,0,0,0,0,0
,,2020-06-11,2,0,490,0,0,2,0,0,0,0,0,153,1,35753,5,1,123,0,0,0,0,0
,,2020-06-12,1,0,372,0,0,2,0,0,0,0,0,154,1,36125,5,1,125,0,0,0,0,0
,,2020-06-13,3,1,480,-1,0,1,0,0,0,0,0,157,2,36605,4,1,126,0,0,0,0,0
,,2020-06-14,0,0,467,0,0,3,0,0,0,0,0,157,2,37072,4,1,129,0,0,0,0,0
,,2020-06-15,3,0,437,0,0,0,0,0,0,0,0,160,2,37509,4,1,129,0,0,0,0,0
,,2020-06-16,2,0,334,0,0,2,0,0,0,0,0,162,2,37843,4,1,131,0,0,0,0,0
,,2020-06-17,1,0,871,0,0,2,0,0,0,0,0,163,2,38714,4,1,133,0,0,0,0,0
,,2020-06-18,0,0,586,-2,0,2,0,0,0,0,0,163,2,39300,2,1,135,0,0,0,0,0
,,2020-06-19,0,0,506,0,0,0,0,0,0,0,0,163,2,39806,2,1,135,0,0,0,0,0
,,2020-06-20,1,0,449,0,0,0,0,0,0,0,0,164,2,40255,2,1,135,0,0,0,0,0
,,2020-06-21,0,0,235,0,0,0,0,0,0,0,0,164,2,40490,2,1,135,0,0,0,0,0
,,2020-06-22,0,0,173,0,0,0,0,0,0,0,0,164,2,40663,2,1,135,0,0,0,0,0
,,2020-06-23,1,0,169,0,0,8,0,0,0,0,0,165,2,40832,2,1,143,0,0,0,0,0
,,2020-06-24,0,0,524,0,0,4,0,0,0,0,0,165,2,41356,2,1,147,0,0,0,0,0
,,2020-06-25,0,0,334,0,0,2,0,0,0,0,0,165,2,41690,2,1,149,0,0,0,0,0
,,2020-06-26,0,0,460,0,0,1,0,0,0,0,0,165,2,42150,2,1,150,0,0,0,0,0
,,2020-06-27,0,0,343,0,0,4,0,0,0,0,0,165,2,42493,2,1,154,0,0,0,0,0
,,2020-06-28,0,0,261,0,0,4,0,0,0,0,0,165,2,42754,2,1,158,0,0,0,0,0
,,2020-06-29,0,0,171,0,0,0,0,0,0,0,0,165,2,42925,2,1,158,0,0,0,0,0
,,2020-06-30,0,0,237,0,0,1,0,0,0,0,0,165,2,43162,2,1,159,0,0,0,0,0
,,2020-07-01,0,0,272,1,1,1,0,0,0,0,0,165,2,43434,3,2,160,0,0,0,0,0
,,2020-07-02,0,0,180,-1,0,0,0,0,0,0,0,165,2,43614,2,2,160,0,0,0,0,0
,,2020-07-03,0,0,237,-1,-1,1,0,0,0,0,0,165,2,43851,1,1,161,0,0,0,0,0
,,2020-07-04,0,0,292,0,-1,1,0,0,0,0,0,165,2,44143,1,0,162,0,0,0,0,0
,,2020-07-05,0,0,204,-1,0,0,0,0,0,0,0,165,2,44347,0,0,162,0,0,0,0,0
,,2020-07-06,0,0,215,0,0,0,0,0,0,0,0,165,2,44562,0,0,162,0,0,0,0,0
,,2020-07-07,0,0,256,0,0,0,0,0,0,0,0,165,2,44818,0,0,162,0,0,0,0,0
,,2020-07-08,0,0,362,0,0,0,0,0,0,0,0,165,2,45180,0,0,162,0,0,0,0,0
,,2020-07-09,1,0,342,0,0,1,0,0,0,0,0,166,2,45522,0,0,163,0,0,0,0,0
,,2020-07-10,0,0,344,0,0,0,0,0,0,0,0,166,2,45866,0,0,163,0,0,0,0,0
,,2020-07-11,0,0,348,0,0,0,0,0,0,0,0,166,2,46214,0,0,163,0,0,0,0,0
,,2020-07-12,0,0,288,0,0,0,0,0,0,0,0,166,2,46502,0,0,163,0,0,0,0,0
,,2020-07-13,0,0,-13,0,0,0,0,0,0,0,0,166,2,46489,0,0,163,0,0,0,0,0
,,2020-07-14,1,0,438,0,0,0,0,0,0,0,0,167,2,46927,0,0,163,0,0,0,0,0
,,2020-07-15,1,0,344,0,0,0,0,0,0,0,0,168,2,47271,0,0,163,0,0,0,0,0
,,2020-07-16,0,0,471,0,0,0,0,0,0,0,0,168,2,47742,0,0,163,0,0,0,0,0
,,2020-07-17,0,0,354,0,0,0,0,0,0,0,0,168,2,48096,0,0,163,0,0,0,0,0
,,2020-07-18,0,0,400,0,0,0,0,0,0,0,0,168,2,48496,0,0,163,0,0,0,0,0
,,2020-07-19,1,0,312,0,0,0,0,0,0,0,0,169,2,48808,0,0,163,0,0,0,0,0
,,2020-07-20,1,0,275,0,0,0,0,0,0,0,0,170,2,49083,0,0,163,0,0,0,0,0
,,2020-07-21,0,0,286,0,0,0,0,0,0,0,0,170,2,49369,0,0,163,0,0,0,0,0
,,2020-07-22,0,0,349,0,0,2,0,0,0,0,0,170,2,49718,0,0,165,0,0,0,0,0
,,2020-07-23,0,0,394,0,0,0,0,0,0,0,0,170,2,50112,0,0,165,0,0,0,0,0
,,2020-07-24,0,0,368,0,0,0,0,0,0,0,0,170,2,50480,0,0,165,0,0,0,0,0
,,2020-07-25,0,0,341,0,0,0,0,0,0,0,0,170,2,50821,0,0,165,0,0,0,0,0
,,2020-07-26,0,0,211,0,0,0,0,0,0,0,0,170,2,51032,0,0,165,0,0,0,0,0
,,2020-07-27,0,0,212,0,0,0,0,0,0,0,0,170,2,51244,0,0,165,0,0,0,0,0
,,2020-07-28,0,0,278,0,0,0,0,0,0,0,0,170,2,51522,0,0,165,0,0,0,0,0
,,2020-07-29,0,0,270,0,0,0,0,0,0,0,0,170,2,51792,0,0,165,0,0,0,0,0
,,2020-07-30,0,0,361,0,0,1,0,0,0,0,0,170,2,52153,0,0,166,0,0,0,0,0
,,2020-07-31,0,0,316,0,0,0,0,0,0,0,0,170,2,52469,0,0,166,0,0,0,0,0
,,2020-08-01,0,0,297,0,0,0,0,0,0,0,0,170,2,52766,0,0,166,0,0,0,0,0
,,2020-08-02,0,0,280,0,0,0,0,0,0,0,0,170,2,53046,0,0,166,0,0,0,0,0
,,2020-08-03,0,0,197,0,0,2,0,0,0,0,0,170,2,53243,0,0,168,0,0,0,0,0
,,2020-08-04,0,0,158,0,0,0,0,0,0,0,0,170,2,53401,0,0,168,0,0,0,0,0
,,2020-08-05,4,0,298,0,0,0,0,0,0,0,0,174,2,53699,0,0,168,0,0,0,0,0
,,2020-08-06,2,0,300,0,0,0,0,0,0,0,0,176,2,53999,0,0,168,0,0,0,0,0
,,2020-08-07,0,0,282,0,0,0,0,0,0,0,0,176,2,54281,0,0,168,0,0,0,0,0
,,2020-08-08,0,0,350,0,0,0,0,0,0,0,0,176,2,54631,0,0,168,0,0,0,0,0
,,2020-08-09,0,0,223,0,0,0,0,0,0,0,0,176,2,54854,0,0,168,0,0,0,0,0
,,2020-08-10,0,0,218,0,0,0,0,0,0,0,0,176,2,55072,0,0,168,0,0,0,0,0
,,2020-08-11,1,0,307,0,0,0,0,0,0,0,0,177,2,55379,0,0,168,0,0,0,0,0
,,2020-08-12,1,0,234,0,0,0,0,0,0,0,0,178,2,55613,0,0,168,0,0,0,0,0
,,2020-08-13,2,0,332,0,0,1,0,0,0,0,0,180,2,55945,0,0,169,0,0,0,0,0
,,2020-08-14,0,0,278,0,0,0,0,0,0,0,0,180,2,56223,0,0,169,0,0,0,0,0
,,2020-08-15,4,0,307,0,0,0,0,0,0,0,0,184,2,56530,0,0,169,0,0,0,0,0
,,2020-08-16,2,0,236,0,0,0,0,0,0,0,0,186,2,56766,0,0,169,0,0,0,0,0
,,2020-08-17,0,0,194,0,0,0,0,0,0,0,0,186,2,56960,0,0,169,0,0,0,0,0
,,2020-08-18,0,0,286,0,0,2,0,0,0,0,0,186,2,57246,0,0,171,0,0,0,0,0
,,2020-08-19,0,0,265,0,0,1,0,0,0,0,0,186,2,57511,0,0,172,0,0,0,0,0
,,2020-08-20,0,0,367,0,0,6,0,0,0,0,0,186,2,57878,0,0,178,0,0,0,0,0
,,2020-08-21,2,0,349,0,0,0,0,0,0,0,0,188,2,58227,0,0,178,0,0,0,0,0
,,2020-08-22,0,0,343,0,0,0,0,0,0,0,0,188,2,58570,0,0,178,0,0,0,0,0
,,2020-08-23,1,0,287,0,0,0,0,0,0,0,0,189,2,58857,0,0,178,0,0,0,0,0
,,2020-08-24,0,0,255,0,0,0,0,0,0,0,0,189,2,59112,0,0,178,0,0,0,0,0
,,2020-08-25,1,0,256,0,0,0,0,0,0,0,0,190,2,59368,0,0,178,0,0,0,0,0
,,2020-08-26,0,0,497,0,0,2,0,0,0,0,0,190,2,59865,0,0,180,0,0,0,0,0
,,2020-08-27,0,0,440,0,0,1,0,0,0,0,0,190,2,60305,0,0,181,0,0,0,0,0
,,2020-08-28,1,0,293,0,0,1,0,0,0,0,0,191,2,60598,0,0,182,0,0,0,0,0
,,2020-08-29,0,0,388,0,0,1,0,0,0,0,0,191,2,60986,0,0,183,0,0,0,0,0
,,2020-08-30,0,0,286,0,0,2,0,0,0,0,0,191,2,61272,0,0,185,0,0,0,0,0
,,2020-08-31,0,0,250,0,0,0,0,0,0,0,0,191,2,61522,0,0,185,0,0,0,0,0
,,2020-09-01,0,0,407,0,0,1,0,0,0,0,0,191,2,61929,0,0,186,0,0,0,0,0
,,2020-09-02,1,0,293,0,0,0,0,0,0,0,0,192,2,62222,0,0,186,0,0,0,0,0
,,2020-09-03,0,0,586,0,0,0,0,0,0,0,0,192,2,62808,0,0,186,0,0,0,0,0
,,2020-09-04,0,0,480,0,0,0,0,0,0,0,0,192,2,63288,0,0,186,0,0,0,0,0
,,2020-09-05,0,0,264,0,0,0,0,0,0,0,0,192,2,63552,0,0,186,0,0,0,0,0
,,2020-09-06,0,0,355,0,0,1,0,0,0,0,0,192,2,63907,0,0,187,0,0,0,0,0
,,2020-09-07,0,0,281,0,0,0,0,0,0,0,0,192,2,64188,0,0,187,0,0,0,0,0
,,2020-09-08,0,0,268,0,0,1,0,0,0,0,0,192,2,64456,0,0,188,0,0,0,0,0
,,2020-09-09,0,0,305,0,0,0,0,0,0,0,0,192,2,64761,0,0,188,0,0,0,0,0
,,2020-09-10,1,0,408,0,0,0,0,0,0,0,0,193,2,65169,0,0,188,0,0,0,0,0
,,2020-09-11,0,0,413,0,0,1,0,0,0,0,0,193,2,65582,0,0,189,0,0,0,0,0
,,2020-09-12,0,0,366,0,0,0,0,0,0,0,0,193,2,65948,0,0,189,0,0,0,0,0
,,2020-09-13,0,0,469,0,0,0,0,0,0,0,0,193,2,66417,0,0,189,0,0,0,0,0
,,2020-09-14,1,0,270,0,0,0,0,0,0,0,0,194,2,66687,0,0,189,0,0,0,0,0
,,2020-09-15,0,0,380,0,0,0,0,0,0,0,0,194,2,67067,0,0,189,0,0,0,0,0
,,2020-09-16,0,0,0,0,0,0,0,0,0,0,0,194,2,67067,0,0,189,0,0,0,0,0
,,2020-09-17,0,0,0,0,0,0,0,0,0,0,0,194,2,67067,0,0,189,0,0,0,0,0
,,2020-09-18,0,0,0,0,0,0,0,0,0,0,0,194,2,67067,0,0,189,0,0,0,0,0
,,2020-09-19,0,0,0,0,0,0,0,0,0,0,0,194,2,67067,0,0,189,0,0,0,0,0
,,2020-09-20,0,0,2724,0,0,2,0,0,0,0,0,194,2,69791,0,0,191,0,0,0,0,0
,,2020-09-21,2,0,477,0,0,0,0,0,0,0,0,196,2,70268,0,0,191,0,0,0,0,0
,,2020-09-22,0,0,0,0,0,0,0,0,0,0,0,196,2,70268,0,0,191,0,0,0,0,0
,,2020-09-23,1,0,1317,0,0,0,0,0,0,0,0,197,2,71585,0,0,191,0,0,0,0,0
,,2020-09-24,2,0,646,0,0,0,0,0,0,0,0,199,2,72231,0,0,191,0,0,0,0,0
,,2020-09-25,1,0,750,0,0,0,0,0,0,0,0,200,2,72981,0,0,191,0,0,0,0,0
,,2020-09-26,0,0,753,0,0,0,0,0,0,0,0,200,2,73734,0,0,191,0,0,0,0,0
,,2020-09-27,0,0,0,0,0,0,0,0,0,0,0,200,2,73734,0,0,191,0,0,0,0,0
,,2020-09-28,0,0,1621,0,0,0,0,0,0,0,0,200,2,75355,0,0,191,0,0,0,0,0
,,2020-09-29,0,0,753,0,0,1,0,0,0,0,0,200,2,76108,0,0,192,0,0,0,0,0
,,2020-09-30,0,0,0,0,0,0,0,0,0,0,0,200,2,76108,0,0,192,0,0,0,0,0
,,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,200,2,76108,0,0,192,0,0,0,0,0
,,2020-10-02,0,0,0,0,0,0,0,0,0,0,0,200,2,76108,0,0,192,0,0,0,0,0
,,2020-10-03,1,0,3314,0,0,1,0,0,0,0,0,201,2,79422,0,0,193,0,0,0,0,0
,,2020-10-04,0,0,0,0,0,0,0,0,0,0,0,201,2,79422,0,0,193,0,0,0,0,0
,,2020-10-05,2,0,1033,0,0,3,0,0,0,0,0,203,2,80455,0,0,196,0,0,0,0,0
